Question	Answer	Source	Metadata
cuál es el objetivo del evento	Queremos continuar creciendo tanto en calidad como en cantidad para que este evento llegue a ser un referente en el calendario anual de cualquier profesional del desarrollo de software.	Editorial	
cuánto dura	En lo que a jornadas se refiere, vamos a mantener la duración del evento en dos días​. Sabemos por experiencia propia que periodos más largos hacen que los asistentes empiecen a perder el interés o que simplemente les sea poco factible asistir debido a compromisos tanto familiares como profesionales.	Editorial	
duración del evento	En lo que a jornadas se refiere, vamos a mantener la duración del evento en dos días​. Sabemos por experiencia propia que periodos más largos hacen que los asistentes empiecen a perder el interés o que simplemente les sea poco factible asistir debido a compromisos tanto familiares como profesionales.	Editorial	
duración del JSDay	En lo que a jornadas se refiere, vamos a mantener la duración del evento en dos días​. Sabemos por experiencia propia que periodos más largos hacen que los asistentes empiecen a perder el interés o que simplemente les sea poco factible asistir debido a compromisos tanto familiares como profesionales.	Editorial	
distribución del evento	Estas jornadas las distribuiremos de igual manera que hicimos en la edición anterior, es decir, el primer día se impartirán un total de 16 ponencias distribuídas en dos sesiones paralelas, con una duración máxima de 45 minutos​, donde su distribución será clasificada según el nivel de dificultad​ entre Principiante, Medio y Profesional. Si quieres saber más sobre los ponentes, escribe "ponentes".\n\nEn ambas jornada se realizarán tres descansos: uno a media mañana, uno para almorzar y el último a media tarde. En todos ellos pretendemos ofrecer a los asistentes un servicio de catering, prestando especial atención a la disponibilidad de productos veganos y para personas celíacas, con el objeto de favorecer las relaciones y la comunicación entre los asistentes, propiciando de este modo, la aparición de colaboraciones profesionales.	Editorial	
sesiones	Estas jornadas las distribuiremos de igual manera que hicimos en la edición anterior, es decir, el primer día se impartirán un total de 16 ponencias distribuídas en dos sesiones paralelas, con una duración máxima de 45 minutos​, donde su distribución será clasificada según el nivel de dificultad​ entre Principiante, Medio y Profesional. Si quieres saber más sobre los ponentes, escribe "ponentes".\n\nEn ambas jornada se realizarán tres descansos: uno a media mañana, uno para almorzar y el último a media tarde. En todos ellos pretendemos ofrecer a los asistentes un servicio de catering, prestando especial atención a la disponibilidad de productos veganos y para personas celíacas, con el objeto de favorecer las relaciones y la comunicación entre los asistentes, propiciando de este modo, la aparición de colaboraciones profesionales.	Editorial	
horarios	Estas jornadas las distribuiremos de igual manera que hicimos en la edición anterior, es decir, el primer día se impartirán un total de 16 ponencias distribuídas en dos sesiones paralelas, con una duración máxima de 45 minutos​, donde su distribución será clasificada según el nivel de dificultad​ entre Principiante, Medio y Profesional. Si quieres saber más sobre los ponentes, escribe "ponentes".\n\nEn ambas jornada se realizarán tres descansos: uno a media mañana, uno para almorzar y el último a media tarde. En todos ellos pretendemos ofrecer a los asistentes un servicio de catering, prestando especial atención a la disponibilidad de productos veganos y para personas celíacas, con el objeto de favorecer las relaciones y la comunicación entre los asistentes, propiciando de este modo, la aparición de colaboraciones profesionales.	Editorial	
ponentes	Dispondremos de **36 ponentes** invitados, tanto mujeres como hombres, que se dedican profesionalmente al desarrollo de software con Javascript. De este modo, el contenido de las ponencias incluirán aspectos relacionados con el desarrollo a alto nivel de aplicaciones web, seguridad y creación de videojuegos, diseño y administración de aplicaciones de alto rendimiento con millones de usuarios simultáneos, revisión de las últimas tecnologías aplicadas al sector de la programación en la nube y mucho más.\n* Naiara Abaroa\n* Aida Albarrán\n* Marta Álvarez\n* Luis Antón\n* Carlos Bastos\n* Carlos Blé\n* Aitor Chicharro\n* Azahara Fernández\n* Adrián Ferrera\n* Marta Fonda\n* Gonzalo García\n* Sema García\n* Juan Gómez\n* Nuria Gonzalo\n* Axel Hernández\n* Sara Hernández\n* Joan León\n* Yodra López\n* Lissette Luis\n* José Manuel Lucas\n* Ayoze Marcelino\n* Raúl Marrero\n* Raquel Moreno\n* Laura Morillo\n* Manuel Padrón\n* Steve Purves\n* Daniel Ramos\n* Angélica Ravelo\n* David Rodríguez\n* Alberto Ruiz\n* Jon Rojí\n* Jose Román (Manz)\n* Ulises Santana\n* Francisco Verdú (Kikobeats)\n* Iván Bacallado\n* Dailos Díaz \nSi quieres saber algo más sobre un ponente, escribe su nombre. 	Editorial	
speakers	Dispondremos de **36 ponentes** invitados, tanto mujeres como hombres, que se dedican profesionalmente al desarrollo de software con Javascript. De este modo, el contenido de las ponencias incluirán aspectos relacionados con el desarrollo a alto nivel de aplicaciones web, seguridad y creación de videojuegos, diseño y administración de aplicaciones de alto rendimiento con millones de usuarios simultáneos, revisión de las últimas tecnologías aplicadas al sector de la programación en la nube y mucho más.\n* Naiara Abaroa\n* Aida Albarrán\n* Marta Álvarez\n* Luis Antón\n* Carlos Bastos\n* Carlos Blé\n* Aitor Chicharro\n* Azahara Fernández\n* Adrián Ferrera\n* Marta Fonda\n* Gonzalo García\n* Sema García\n* Juan Gómez\n* Nuria Gonzalo\n* Axel Hernández\n* Sara Hernández\n* Joan León\n* Yodra López\n* Lissette Luis\n* José Manuel Lucas\n* Ayoze Marcelino\n* Raúl Marrero\n* Raquel Moreno\n* Laura Morillo\n* Manuel Padrón\n* Steve Purves\n* Daniel Ramos\n* Angélica Ravelo\n* David Rodríguez\n* Alberto Ruiz\n* Jon Rojí\n* Jose Román (Manz)\n* Ulises Santana\n* Francisco Verdú (Kikobeats)\n* Iván Bacallado\n* Dailos Díaz \nSi quieres saber algo más sobre un ponente, escribe su nombre. 	Editorial	
nombres de los ponentes	Dispondremos de **36 ponentes** invitados, tanto mujeres como hombres, que se dedican profesionalmente al desarrollo de software con Javascript. De este modo, el contenido de las ponencias incluirán aspectos relacionados con el desarrollo a alto nivel de aplicaciones web, seguridad y creación de videojuegos, diseño y administración de aplicaciones de alto rendimiento con millones de usuarios simultáneos, revisión de las últimas tecnologías aplicadas al sector de la programación en la nube y mucho más.\n* Naiara Abaroa\n* Aida Albarrán\n* Marta Álvarez\n* Luis Antón\n* Carlos Bastos\n* Carlos Blé\n* Aitor Chicharro\n* Azahara Fernández\n* Adrián Ferrera\n* Marta Fonda\n* Gonzalo García\n* Sema García\n* Juan Gómez\n* Nuria Gonzalo\n* Axel Hernández\n* Sara Hernández\n* Joan León\n* Yodra López\n* Lissette Luis\n* José Manuel Lucas\n* Ayoze Marcelino\n* Raúl Marrero\n* Raquel Moreno\n* Laura Morillo\n* Manuel Padrón\n* Steve Purves\n* Daniel Ramos\n* Angélica Ravelo\n* David Rodríguez\n* Alberto Ruiz\n* Jon Rojí\n* Jose Román (Manz)\n* Ulises Santana\n* Francisco Verdú (Kikobeats)\n* Iván Bacallado\n* Dailos Díaz \nSi quieres saber algo más sobre un ponente, escribe su nombre. 	Editorial	
nombres de los speakers	Dispondremos de **36 ponentes** invitados, tanto mujeres como hombres, que se dedican profesionalmente al desarrollo de software con Javascript. De este modo, el contenido de las ponencias incluirán aspectos relacionados con el desarrollo a alto nivel de aplicaciones web, seguridad y creación de videojuegos, diseño y administración de aplicaciones de alto rendimiento con millones de usuarios simultáneos, revisión de las últimas tecnologías aplicadas al sector de la programación en la nube y mucho más.\n* Naiara Abaroa\n* Aida Albarrán\n* Marta Álvarez\n* Luis Antón\n* Carlos Bastos\n* Carlos Blé\n* Aitor Chicharro\n* Azahara Fernández\n* Adrián Ferrera\n* Marta Fonda\n* Gonzalo García\n* Sema García\n* Juan Gómez\n* Nuria Gonzalo\n* Axel Hernández\n* Sara Hernández\n* Joan León\n* Yodra López\n* Lissette Luis\n* José Manuel Lucas\n* Ayoze Marcelino\n* Raúl Marrero\n* Raquel Moreno\n* Laura Morillo\n* Manuel Padrón\n* Steve Purves\n* Daniel Ramos\n* Angélica Ravelo\n* David Rodríguez\n* Alberto Ruiz\n* Jon Rojí\n* Jose Román (Manz)\n* Ulises Santana\n* Francisco Verdú (Kikobeats)\n* Iván Bacallado\n* Dailos Díaz \nSi quieres saber algo más sobre un ponente, escribe su nombre. 	Editorial	
quién da las sesiones	Dispondremos de **36 ponentes** invitados, tanto mujeres como hombres, que se dedican profesionalmente al desarrollo de software con Javascript. De este modo, el contenido de las ponencias incluirán aspectos relacionados con el desarrollo a alto nivel de aplicaciones web, seguridad y creación de videojuegos, diseño y administración de aplicaciones de alto rendimiento con millones de usuarios simultáneos, revisión de las últimas tecnologías aplicadas al sector de la programación en la nube y mucho más.\n* Naiara Abaroa\n* Aida Albarrán\n* Marta Álvarez\n* Luis Antón\n* Carlos Bastos\n* Carlos Blé\n* Aitor Chicharro\n* Azahara Fernández\n* Adrián Ferrera\n* Marta Fonda\n* Gonzalo García\n* Sema García\n* Juan Gómez\n* Nuria Gonzalo\n* Axel Hernández\n* Sara Hernández\n* Joan León\n* Yodra López\n* Lissette Luis\n* José Manuel Lucas\n* Ayoze Marcelino\n* Raúl Marrero\n* Raquel Moreno\n* Laura Morillo\n* Manuel Padrón\n* Steve Purves\n* Daniel Ramos\n* Angélica Ravelo\n* David Rodríguez\n* Alberto Ruiz\n* Jon Rojí\n* Jose Román (Manz)\n* Ulises Santana\n* Francisco Verdú (Kikobeats)\n* Iván Bacallado\n* Dailos Díaz \nSi quieres saber algo más sobre un ponente, escribe su nombre. 	Editorial	
talleres	Se celebrarán los 6 talleres​, ampliando en dos con respecto a la edición anterior, con una duración máxima de 2 horas cada uno. Al igual que sucede con las ponencias, los talleres serán organizados en dos sesiones paralelas.	Editorial	
detalles de los talleres	Se celebrarán los 6 talleres​, ampliando en dos con respecto a la edición anterior, con una duración máxima de 2 horas cada uno. Al igual que sucede con las ponencias, los talleres serán organizados en dos sesiones paralelas.	Editorial	
workshops	Se celebrarán los 6 talleres​, ampliando en dos con respecto a la edición anterior, con una duración máxima de 2 horas cada uno. Al igual que sucede con las ponencias, los talleres serán organizados en dos sesiones paralelas.	Editorial	
se grabarán las sesiones	Este evento persigue la difusión del conocimiento y para conseguirlo, de manera similar a como se actuó en la edición pasada, todas las ponencias serán grabadas y publicadas posteriormente en el canal de YouTube de CanariasJS	Editorial	
hay streaming de video	Este evento persigue la difusión del conocimiento y para conseguirlo, de manera similar a como se actuó en la edición pasada, todas las ponencias serán grabadas y publicadas posteriormente en el canal de YouTube de CanariasJS	Editorial	
dónde puedo ver el video streaming	Este evento persigue la difusión del conocimiento y para conseguirlo, de manera similar a como se actuó en la edición pasada, todas las ponencias serán grabadas y publicadas posteriormente en el canal de YouTube de CanariasJS	Editorial	
asistentes al evento	El evento está dirigido en primera instancia a profesionales de la rama de la informática, especialmente orientado al sector del desarrollo de aplicaciones con tecnologías web.\n\nNo obstante, somos conscientes de que los jóvenes de hoy serán los profesionales del mañana. Por esta razón, también buscamos la presencia de estudiantes en el evento para  \n\nque puedan aprender o profundizar en el uso de las herramientas que se están usando hoy en día en el desarrollo web y más importante aún, cómo las están usando los profesionales  \n\nque se trabajan con ellas a diario. De esta forma, los estudiantes podrán tener una visión más amplia de las metas a las que pueden aspirar.	Editorial	
público objetivo	El evento está dirigido en primera instancia a profesionales de la rama de la informática, especialmente orientado al sector del desarrollo de aplicaciones con tecnologías web.\n\nNo obstante, somos conscientes de que los jóvenes de hoy serán los profesionales del mañana. Por esta razón, también buscamos la presencia de estudiantes en el evento para  \n\nque puedan aprender o profundizar en el uso de las herramientas que se están usando hoy en día en el desarrollo web y más importante aún, cómo las están usando los profesionales  \n\nque se trabajan con ellas a diario. De esta forma, los estudiantes podrán tener una visión más amplia de las metas a las que pueden aspirar.	Editorial	
conocimientos previos	Las personas que asistan al evento deberán tener conocimientos medios de programación, estando habituadas a trabajar con códigos fuente, así como unas nociones medias en torno al lenguaje Javascript y la implementación de interfaces gráficas de usuarios a través de tecnologías web, principalmente HTML5 y CSS3.\n\nAdemás de esto, todas aquellas personas que deseen participar en el taller que se impartirá durante el evento, deberán aportar su propio equipo informático (portátil idealmente), que  \n\ndeberá tener las características mínimas indicadas por la Organización, así como estar configurado siguiendo las pautas recomendadas por los responsables de los talleres, con el objeto de realizar un seguimiento adecuado y provechoso de los mismos.	Editorial	
qué necesito saber	Las personas que asistan al evento deberán tener conocimientos medios de programación, estando habituadas a trabajar con códigos fuente, así como unas nociones medias en torno al lenguaje Javascript y la implementación de interfaces gráficas de usuarios a través de tecnologías web, principalmente HTML5 y CSS3.\n\nAdemás de esto, todas aquellas personas que deseen participar en el taller que se impartirá durante el evento, deberán aportar su propio equipo informático (portátil idealmente), que  \n\ndeberá tener las características mínimas indicadas por la Organización, así como estar configurado siguiendo las pautas recomendadas por los responsables de los talleres, con el objeto de realizar un seguimiento adecuado y provechoso de los mismos.	Editorial	
tengo que estudiar algo	Las personas que asistan al evento deberán tener conocimientos medios de programación, estando habituadas a trabajar con códigos fuente, así como unas nociones medias en torno al lenguaje Javascript y la implementación de interfaces gráficas de usuarios a través de tecnologías web, principalmente HTML5 y CSS3.\n\nAdemás de esto, todas aquellas personas que deseen participar en el taller que se impartirá durante el evento, deberán aportar su propio equipo informático (portátil idealmente), que  \n\ndeberá tener las características mínimas indicadas por la Organización, así como estar configurado siguiendo las pautas recomendadas por los responsables de los talleres, con el objeto de realizar un seguimiento adecuado y provechoso de los mismos.	Editorial	
qué tengo que prepararme	Las personas que asistan al evento deberán tener conocimientos medios de programación, estando habituadas a trabajar con códigos fuente, así como unas nociones medias en torno al lenguaje Javascript y la implementación de interfaces gráficas de usuarios a través de tecnologías web, principalmente HTML5 y CSS3.\n\nAdemás de esto, todas aquellas personas que deseen participar en el taller que se impartirá durante el evento, deberán aportar su propio equipo informático (portátil idealmente), que  \n\ndeberá tener las características mínimas indicadas por la Organización, así como estar configurado siguiendo las pautas recomendadas por los responsables de los talleres, con el objeto de realizar un seguimiento adecuado y provechoso de los mismos.	Editorial	
dónde es el evento	El evento tendrá lugar en la isla de Tenerife, en la Universidad de La Laguna, campus de Anchieta, San Cristóbal de La Laguna, concretamente en la Facultad de Física y Matemáticas. Sigue este enlace para obtener indicaciones https://www.google.com/maps/dir/?api=1&destination=28.4818916,-16.3208446	Editorial	
cómo llegar al evento	El evento tendrá lugar en la isla de Tenerife, en la Universidad de La Laguna, campus de Anchieta, San Cristóbal de La Laguna, concretamente en la Facultad de Física y Matemáticas. Sigue este enlace para obtener indicaciones https://www.google.com/maps/dir/?api=1&destination=28.4818916,-16.3208446	Editorial	
lugar de celebración	El evento tendrá lugar en la isla de Tenerife, en la Universidad de La Laguna, campus de Anchieta, San Cristóbal de La Laguna, concretamente en la Facultad de Física y Matemáticas. Sigue este enlace para obtener indicaciones https://www.google.com/maps/dir/?api=1&destination=28.4818916,-16.3208446	Editorial	
ubicación del evento	El evento tendrá lugar en la isla de Tenerife, en la Universidad de La Laguna, campus de Anchieta, San Cristóbal de La Laguna, concretamente en la Facultad de Física y Matemáticas. Sigue este enlace para obtener indicaciones https://www.google.com/maps/dir/?api=1&destination=28.4818916,-16.3208446	Editorial	
localización del evento	El evento tendrá lugar en la isla de Tenerife, en la Universidad de La Laguna, campus de Anchieta, San Cristóbal de La Laguna, concretamente en la Facultad de Física y Matemáticas. Sigue este enlace para obtener indicaciones https://www.google.com/maps/dir/?api=1&destination=28.4818916,-16.3208446	Editorial	
donde es el evento	El evento tendrá lugar en la isla de Tenerife, en la Universidad de La Laguna, campus de Anchieta, San Cristóbal de La Laguna, concretamente en la Facultad de Física y Matemáticas. Sigue este enlace para obtener indicaciones https://www.google.com/maps/dir/?api=1&destination=28.4818916,-16.3208446	Editorial	
como llegar	El evento tendrá lugar en la isla de Tenerife, en la Universidad de La Laguna, campus de Anchieta, San Cristóbal de La Laguna, concretamente en la Facultad de Física y Matemáticas. Sigue este enlace para obtener indicaciones https://www.google.com/maps/dir/?api=1&destination=28.4818916,-16.3208446	Editorial	
cómo llegar	El evento tendrá lugar en la isla de Tenerife, en la Universidad de La Laguna, campus de Anchieta, San Cristóbal de La Laguna, concretamente en la Facultad de Física y Matemáticas. Sigue este enlace para obtener indicaciones https://www.google.com/maps/dir/?api=1&destination=28.4818916,-16.3208446	Editorial	
fecha del evento	La fecha del JSDay Canarias 2018 es el sábado 10 y domingo 11 de noviembre de 2018	Editorial	
cuando es el evento	La fecha del JSDay Canarias 2018 es el sábado 10 y domingo 11 de noviembre de 2018	Editorial	
cuando es el jsday	La fecha del JSDay Canarias 2018 es el sábado 10 y domingo 11 de noviembre de 2018	Editorial	
en qué fecha es el jsday canarias	La fecha del JSDay Canarias 2018 es el sábado 10 y domingo 11 de noviembre de 2018	Editorial	
a qué hora empieza	La fecha del JSDay Canarias 2018 es el sábado 10 y domingo 11 de noviembre de 2018	Editorial	
se pueden sacar fotos	Si vas a tomar fotos durante el evento, por favor pregunta antes de tomarla a los asistentes que aparecerán en las mismas. Entendemos que no todas las personas se sienten cómodas apareciendo en fotos.	Editorial	
puedo grabar la sesión	Si vas a tomar fotos durante el evento, por favor pregunta antes de tomarla a los asistentes que aparecerán en las mismas. Entendemos que no todas las personas se sienten cómodas apareciendo en fotos.	Editorial	
puedo tomar fotos del evento	Si vas a tomar fotos durante el evento, por favor pregunta antes de tomarla a los asistentes que aparecerán en las mismas. Entendemos que no todas las personas se sienten cómodas apareciendo en fotos.	Editorial	
código de conducta	Puedes ver el código de conducta del evento en https://jsdaycanarias.com/code-of-conduct	Editorial	
quién organiza el evento	Los organizadores del evento son Dailos Díaz e Iván Bacallado. Además de organizadores son ponentes, por lo que si me preguntas por sus nombres te puedo dar más detalles.	Editorial	
quien organiza	Los organizadores del evento son Dailos Díaz e Iván Bacallado. Además de organizadores son ponentes, por lo que si me preguntas por sus nombres te puedo dar más detalles.	Editorial	
quienes son los organizadores	Los organizadores del evento son Dailos Díaz e Iván Bacallado. Además de organizadores son ponentes, por lo que si me preguntas por sus nombres te puedo dar más detalles.	Editorial	
qué hago si tengo dudas	Los organizadores del evento son Dailos Díaz e Iván Bacallado. Además de organizadores son ponentes, por lo que si me preguntas por sus nombres te puedo dar más detalles.	Editorial	